CO,NCCL,2026-05-09,2026-05-09,1,P,M51085,01241,C,60G01,,,,,,,,,,,,1965508.18,185174,0,0,0,,0,0,0,0,,1923513.44,185174,2108687.44,2108687.44,2150682.18,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51085,01241,C,A31,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51085,01241,C,A32,,,,,,,,,,,,537816,44818,0,0,0,,0,0,0,0,,537816,44818,582634,582634,582634,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51085,01241,C,A43,,,,,,,,,,,,6095931.45,539298,0,0,0,,0,0,0,46600,,6152042.13,539298,6714465.49,6691340.13,6635229.45,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51085,01241,C,A436,,,,,,,,,,,,132996,11083,0,0,0,,0,0,0,0,,132996,11083,144079,144079,144079,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51085,01241,C,A632,,,,,,,,,,,,269880,22490,0,0,0,,0,0,0,0,,269880,22490,292370,292370,292370,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51085,01241,C,D260,,,,,,,,,,,,41544,3462,0,0,0,,0,0,0,0,,41544,3462,45006,45006,45006,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51085,01241,C,IH159,,,,,,,,,,,,67176,5598,0,0,0,,0,0,0,0,,67176,5598,72774,72774,72774,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51085,01241,C,IH511,,,,,,,,,,,,682080,56840,0,0,0,,0,0,0,0,,682080,56840,738920,738920,738920,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51085,01241,C,J36,,,,,,,,,,,,994283.99,87203,0,0,0,,0,0,0,0,,1046303.66,87203,1133506.66,1133506.66,1081486.99,,,,,,,0,0,,,,,,,
