CO,NCCL,2026-05-09,2026-05-09,1,P,M51093,00376,C,A03606,,,,,,,,,,,,2566080,213840,0,0,0,,0,0,22860,0,,2566080,213840,2779920,2802780,2802780,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51093,00376,C,BUL001,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51093,00376,C,DFS10816,,,,,,,,,,,,145044,12087,0,0,0,,0,0,0,0,,145044,12087,157131,157131,157131,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51093,00376,C,DLY001,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51093,00376,C,E201,,,,,,,,,,,,5262660,438555,0,0,0,,0,0,0,0,,5262660,438555,5701215,5701215,5701215,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51093,00376,C,H1918,,,,,,,,,,,,4198657.76,346713.5,0,0,0,,0,0,0,0,,4245740.48,346713.5,4592453.98,4592453.98,4545371.26,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51093,00376,C,I170,,,,,,,,,,,,77434,6173,0,0,0,,0,0,0,0,,79867.07,6173,86040.07,86040.07,83607,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51093,00376,C,JPL003,,,,,,,,,,,,154710,12892.5,0,0,0,,0,0,0,0,,154710,12892.5,167602.5,167602.5,167602.5,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51093,00376,C,M1588,,,,,,,,,,,,6739379.79,613228.5,0,0,0,,0,0,22860,0,,6799649.39,613228.5,7412877.89,7435737.89,7375468.29,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51093,00376,C,MHM090,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51093,00376,C,N0323,,,,,,,,,,,,73692,6141,0,0,0,,0,0,0,0,,73692,6141,79833,79833,79833,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51093,00376,C,NK002,,,,,,,,,,,,1730460,144205,0,-1700,0,,0,0,0,0,,1730460,144205,1874665,1874665,1876365,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51093,00376,C,P344,,,,,,,,,,,,432594,44341.5,0,0,0,,0,0,0,0,,432594,44341.5,476935.5,476935.5,476935.5,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51093,00376,C,PVT001,,,,,,,,,,,,34350,2862.5,0,0,0,,0,0,0,0,,34350,2862.5,37212.5,37212.5,37212.5,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51093,00376,C,PVT008,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,,,,,,0,0,,,,,,,
