Sgmt,Src,RptgDt,BizDt,TradRegnOrgn,Lvl,ClrMmbId,BrkrOrCtdnPtcptId,ClntTp,ClntId,ISIN,TckrSymb,SttlmTp,SctiesSttlmTxId,SctySrs,FinInstrmId,FinInstrmTp,XpryDt,StrkPric,OptnTp,ValAtRskMrgn,SPANMrgn,LossMrgn,PrmAmt,CnsltdCrstllsdOblgtnMrg,DlvrySttlmtMrgn,SpclMrgn,SpclCshMrgn,TndrMrgn,AddtlMrgn,MrkToMktNetd,MinMrgn,SPANMrgnMin,XtrmLossMrgnMin,AggtPeakLbltyRptd,EndOfDayRqrmntRptd,TtlMrgnAsPerActlParams,TtlBuyTradgVol,TtlBuyTrfVal,TtlSellTradgVol,TtlSellTrfVal,NetOpnQty,NetOpnVal,CncntrtnMrgn,DvlmntMrgn,CrossMrgnBnftForSPAN,CrossMrgnBnftForELM,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
CO,NCCL,2026-05-09,2026-05-09,1,P,M51071,01274,P,01274,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51071,01274,C,11561B010,,,,,,,,,,,,412200,34350,0,0,0,,0,0,0,0,,412200,34350,446550,446550,446550,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51071,01274,C,11561M014,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51071,01274,C,11561P010,,,,,,,,,,,,1051520,131440,0,0,0,,0,0,0,0,,1051520,131440,1182960,1182960,1182960,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51071,01274,C,11561R010,,,,,,,,,,,,8953812.91,742341.5,0,0,0,,0,0,0,0,,9010312.17,742341.5,9752653.67,9752653.67,9696154.41,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51071,01274,C,227000018,,,,,,,,,,,,68700,5725,0,0,0,,0,0,0,0,,68700,5725,74425,74425,74425,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51071,01274,C,227000085,,,,,,,,,,,,580795.72,48188,0,0,0,,0,0,0,0,,583934.57,48188,632122.57,632122.57,628983.72,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51071,01274,C,227000111,,,,,,,,,,,,168595.72,13838,0,0,0,,0,0,0,0,,171734.57,13838,185572.57,185572.57,182433.72,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51071,01274,C,227000613,,,,,,,,,,,,237295.72,19563,0,0,0,,0,0,0,0,,240434.57,19563,259997.57,259997.57,256858.72,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51071,01274,C,227000632,,,,,,,,,,,,5351665.07,483780,0,0,0,,0,0,0,0,,5402443.85,483780,5886223.85,5886223.85,5835445.07,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51071,01274,C,227000679,,,,,,,,,,,,237295.72,19563,0,0,0,,0,0,0,0,,240434.57,19563,259997.57,259997.57,256858.72,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51071,01274,C,227000686,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51071,01274,C,227000699,,,,,,,,,,,,237295.72,19563,0,0,0,,0,0,0,0,,240434.57,19563,259997.57,259997.57,256858.72,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51071,01274,C,227000705,,,,,,,,,,,,129600,16200,0,0,0,,0,0,0,0,,129600,16200,145800,145800,145800,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51071,01274,C,22700A030,,,,,,,,,,,,4427748,368979,0,0,0,,0,0,0,0,,4427748,368979,4796727,4796727,4796727,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51071,01274,C,22700B029,,,,,,,,,,,,0,0,0,-24400,0,,0,0,0,-24400,,0,0,88842,24400,24400,,,,,,,0,0,,,,,,,
