Sgmt,Src,RptgDt,BizDt,TradRegnOrgn,Lvl,ClrMmbId,BrkrOrCtdnPtcptId,ClntTp,ClntId,ISIN,TckrSymb,SttlmTp,SctiesSttlmTxId,SctySrs,FinInstrmId,FinInstrmTp,XpryDt,StrkPric,OptnTp,ValAtRskMrgn,SPANMrgn,LossMrgn,PrmAmt,CnsltdCrstllsdOblgtnMrg,DlvrySttlmtMrgn,SpclMrgn,SpclCshMrgn,TndrMrgn,AddtlMrgn,MrkToMktNetd,MinMrgn,SPANMrgnMin,XtrmLossMrgnMin,AggtPeakLbltyRptd,EndOfDayRqrmntRptd,TtlMrgnAsPerActlParams,TtlBuyTradgVol,TtlBuyTrfVal,TtlSellTradgVol,TtlSellTrfVal,NetOpnQty,NetOpnVal,CncntrtnMrgn,DvlmntMrgn,CrossMrgnBnftForSPAN,CrossMrgnBnftForELM,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
CO,NCCL,2026-05-09,2026-05-09,1,P,C51103,00951,P,00951,,,,,,,,,,,,81072777.23,7464519,0,-1152119.29,0,,0,0,242676,173350,,81332333,7464519,88523583.5,89039528,89932091.52,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,C51103,00951,C,A115,,,,,,,,,,,,2335800,194650,0,0,0,,0,0,0,0,,2335800,194650,2530450,2530450,2530450,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,C51103,00951,C,A148,,,,,,,,,,,,9408887.94,785128.5,0,0,0,,0,0,0,0,,9438084.81,785128.5,10223213.31,10223213.31,10194016.44,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,C51103,00951,C,A164,,,,,,,,,,,,1442700,120225,0,0,0,,0,0,0,0,,1442700,120225,1562925,1562925,1562925,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,C51103,00951,C,B474,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,C51103,00951,C,D000236,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,C51103,00951,C,D233,,,,,,,,,,,,7806654,650554.5,0,0,0,,0,0,0,0,,7806654,650554.5,8457208.5,8457208.5,8457208.5,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,C51103,00951,C,J170,,,,,,,,,,,,167940,13995,0,0,0,,0,0,0,0,,167940,13995,181935,181935,181935,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,C51103,00951,C,J233,,,,,,,,,,,,7485204,674909.5,0,-59920.59,0,,0,0,0,0,,7485204,674909.5,8160113.5,8160113.5,8220034.09,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,C51103,00951,C,J248,,,,,,,,,,,,4547119.46,395025,0,0,0,,0,0,0,0,,4492448.16,395025,4887473.16,4887473.16,4942144.46,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,C51103,00951,C,M000,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,C51103,00951,C,M365,,,,,,,,,,,,4705950,392162.5,0,0,0,,0,0,0,0,,4705950,392162.5,5098112.5,5098112.5,5098112.5,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,C51103,00951,C,P218,,,,,,,,,,,,3840190,454302.5,0,0,0,,0,0,0,0,,3840190,454302.5,4294492.5,4294492.5,4294492.5,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,C51103,00951,C,P727,,,,,,,,,,,,343500,28625,0,-83200,0,,0,0,0,0,,343500,28625,372125,372125,455325,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,C51103,00951,C,SS01523,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,C51103,00951,C,SS1020,,,,,,,,,,,,928755.93,290682,0,0,0,,0,0,0,0,,956512.7,290682,1247194.7,1247194.7,1219437.93,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,C51103,00951,C,V222,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,C51103,00951,C,V840,,,,,,,,,,,,549600,45800,0,0,0,,0,0,0,0,,549600,45800,595400,595400,595400,,,,,,,0,0,,,,,,,
